"Group","ID","Item","Guidance","Done","Notes"
"DEVELOPING OPERATORS > TOKEN AUTHENTICATION > CCO-based workflow for OLM-managed Operators with AWS STS","5.1.2.2","Role specification","The Operator description should contain the specifics of the role required to be created before installation, ideally in the form of a script that the administrator can run. For example: ¶ Example 5.1. Example role creation script ¶ #!/bin/bash set -x ¶ AWS_ACCOUNT_ID=$(aws sts get-caller-identity --query ""Account"" --output text) OIDC_PROVIDER=$(oc get authentication cluster -ojson | jq -r .spec.serviceAccountIssuer | sed - e ""s/^https:\/\///"") NAMESPACE=my-namespace SERVICE_ACCOUNT_NAME=""my-service-account"" POLICY_ARN_STRINGS=""arn:aws:iam::aws:policy/AmazonS3FullAccess"" ¶ read -r -d '' TRUST_RELATIONSHIP <<EOF ""Version"": ""2012-10-17"", ""Statement"": [ ¶ ""Effect"": ""Allow"", ""Principal"": { ""Federated"": ""arn:aws:iam::${AWS_ACCOUNT_ID}:oidc-provider/${OIDC_PROVIDER}"" ""Action"": ""sts:AssumeRoleWithWebIdentity"", ""Condition"": { ""StringEquals"": { ""${OIDC_PROVIDER}:sub"": ¶ ""system:serviceaccount:${NAMESPACE}:${SERVICE_ACCOUNT_NAME}"" ¶ ] ¶ echo ""${TRUST_RELATIONSHIP}"" > trust.json ¶ aws iam create-role --role-name ""$SERVICE_ACCOUNT_NAME"" --assume-role-policy-document ¶ file://trust.json --description ""role for demo"" ¶ while IFS= read -r POLICY_ARN; do echo -n ""Attaching $POLICY_ARN ... "" aws iam attach-role-policy \ -role-name ""$SERVICE_ACCOUNT_NAME"" \ -policy-arn ""${POLICY_ARN}"" echo ""ok."" ¶ done <<< ""$POLICY_ARN_STRINGS""","",""
"DEVELOPING OPERATORS > TOKEN AUTHENTICATION > CCO-based workflow for OLM-managed Operators with AWS STS","5.1.2.3","Troubleshooting","5.1.2.3.1. Authentication failure If authentication was not successful, ensure you can assume the role with web identity by using the token provided to the Operator. ¶ 1. Extract the token from the pod: ¶ $ oc exec operator-pod -n <namespace_name> \ - cat /var/run/secrets/openshift/serviceaccount/token ¶ 2. Extract the role ARN from the pod: ¶ $ oc exec operator-pod -n <namespace_name> \ - cat /<path>/<to>/<secret_name> 1 ¶ 1 Do not use root for the path. ¶ 3. Try assuming the role with the web identity token: ¶ $ aws sts assume-role-with-web-identity \ -role-arn $ROLEARN \ -role-session-name <session_name> \ -web-identity-token $TOKEN ¶ 5.1.2.3.2. Secret not mounting correctly Pods that run as non-root users cannot write to the /root directory where the AWS shared credentials file is expected to exist by default. If the secret is not mounting correctly to the AWS credentials file path, consider mounting the secret to a different location and enabling the shared credentials file option in the AWS SDK. ¶ 5.1.2.4. Alternative method As an alternative method for Operator authors, you can indicate that the user is responsible for creating the CredentialsRequest object for the Cloud Credential Operator (CCO) before installing the Operator. ¶ The Operator instructions must indicate the following to users: ¶ Provide a YAML version of a CredentialsRequest object, either by providing the YAML inline in the instructions or pointing users to a download location ¶ Instruct the user to create the CredentialsRequest object ¶ In OpenShift Container Platform 4.14 and later, after the CredentialsRequest object appears on the cluster with the appropriate STS information added, the Operator can then read the CCO-generated Secret or mount it, having defined the mount in the cluster service version (CSV). ¶ For earlier versions of OpenShift Container Platform, the Operator instructions must also indicate the following to users: ¶ Use the CCO utility (ccoctl) to generate the Secret YAML object from the CredentialsRequest object ¶ Apply the Secret object to the cluster in the appropriate namespace ¶ The Operator still must be able to consume the resulting secret to communicate with cloud APIs. Because in this case the secret is created by the user before the Operator is installed, the Operator can do either of the following: ¶ Define an explicit mount in the Deployment object within the CSV ¶ Programmatically read the Secret object from the API server, as shown in the recommended ""Enabling Operators to support CCO-based workflows with AWS STS"" method ¶ 5.1.3. CCO-based workflow for OLM-managed Operators with Microsoft Entra Workload ID ¶ When an OpenShift Container Platform cluster running on Azure is in Workload Identity / Federated Identity mode, it means the cluster is utilizing features of Azure and OpenShift Container Platform to apply user-assigned managed identities or app registrations in Microsoft Entra Workload ID at an application level. ¶ The Cloud Credential Operator (CCO) is a cluster Operator installed by default in OpenShift Container Platform clusters running on cloud providers. Starting in OpenShift Container Platform 4.14.8, the CCO supports workflows for OLM-managed Operators with Workload ID. ¶ For the purposes of Workload ID, the CCO provides the following functions: ¶ Detects when it is running on an Workload ID-enabled cluster ¶ Checks the CredentialsRequest object for the presence of fields that provide the required information for granting Operators access to Azure resources ¶ The CCO can semi-automate this process through an expanded use of CredentialsRequest objects, which can request the creation of Secrets that contain the information required for Workload ID workflows. ¶ Subscriptions with automatic approvals for updates are not recommended because there might be permission changes to make before updating. Subscriptions with manual approvals for updates ensure that administrators have the opportunity to verify the permissions of the later version, take any necessary steps, and then update. ¶ As an Operator author preparing an Operator for use alongside the updated CCO in OpenShift Container Platform 4.14 and later, you should instruct users and add code to handle the divergence from earlier CCO versions, in addition to handling Workload ID token authentication (if your Operator is not already enabled). The recommended method is to provide a CredentialsRequest object with the correctly filled Workload ID fields and let the CCO create the Secret object for you. ¶ If you plan to support OpenShift Container Platform clusters earlier than version 4.14, consider providing users with instructions on how to manually create a secret with the Workload ID-enabling information by using the CCO utility (ccoctl). Earlier CCO versions are unaware of Workload ID mode on the cluster and cannot create secrets for you. ¶ Your code should check for secrets that never appear and warn users to follow the fallback instructions you have provided. ¶ Authentication with Workload ID requires the following information: ¶ azure_client_id ¶ azure_tenant_id ¶ azure_region ¶ azure_subscription_id ¶ azure_federated_token_file ¶ The Install Operator page in the web console allows cluster administrators to provide this information at installation time. This information is then propagated to the Subscription object as environment variables on the Operator pod. ¶ OLM-managed Operator support for authentication with Microsoft Entra Workload ID ¶ Installing from OperatorHub using the web console ¶ Installing from OperatorHub using the CLI ¶ 5.1.3.1. Enabling Operators to support CCO-based workflows with Microsoft Entra Workload ID As an Operator author designing your project to run on Operator Lifecycle Manager (OLM), you can enable your Operator to authenticate against Microsoft Entra Workload ID-enabled OpenShift Container Platform clusters by customizing your project to support the Cloud Credential Operator (CCO). ¶ With this method, the Operator is responsible for and requires RBAC permissions for creating the CredentialsRequest object and reading the resulting Secret object. ¶ By default, pods related to the Operator deployment mount a serviceAccountToken volume so that the service account token can be referenced in the resulting Secret object. ¶ OpenShift Container Platform 4.14 or later ¶ Cluster in Workload ID mode ¶ OLM-based Operator project ¶ 1. Update your Operator project's ClusterServiceVersion (CSV) object: ¶ a. Ensure your Operator has RBAC permission to create CredentialsRequests objects: Example 5.2. Example clusterPermissions list ¶ install: ¶ clusterPermissions: rules: apiGroups: ""cloudcredential.openshift.io"" resources: credentialsrequests verbs: create delete get list patch update watch ¶ b. Add the following annotation to claim support for this method of CCO-based workflow with Workload ID: ¶ features.operators.openshift.io/token-auth-azure: ""true"" ¶ 2. Update your Operator project code: ¶ a. Get the client ID, tenant ID, and subscription ID from the environment variables set on the pod by the Subscription object. For example: ¶ pod by the Subscription object. For example: ¶ // Get ENV var clientID := os.Getenv(""CLIENTID"") tenantID := os.Getenv(""TENANTID"") subscriptionID := os.Getenv(""SUBSCRIPTIONID"") azureFederatedTokenFile := ""/var/run/secrets/openshift/serviceaccount/token"" ¶ b. Ensure you have a CredentialsRequest object ready to be patched and applied. ¶ Adding a CredentialsRequest object to the Operator bundle is not currently supported. ¶ c. Add the Azure credentials information and web identity token path to the credentials request and apply it during Operator initialization: Example 5.3. Example applying CredentialsRequest object during Operator initialization ¶ // apply CredentialsRequest on install credReqTemplate.Spec.AzureProviderSpec.AzureClientID = clientID credReqTemplate.Spec.AzureProviderSpec.AzureTenantID = tenantID credReqTemplate.Spec.AzureProviderSpec.AzureRegion = ""centralus"" credReqTemplate.Spec.AzureProviderSpec.AzureSubscriptionID = subscriptionID credReqTemplate.CloudTokenPath = azureFederatedTokenFile ¶ c := mgr.GetClient() if err := c.Create(context.TODO(), credReq); err != nil { ¶ if !errors.IsAlreadyExists(err) { setupLog.Error(err, ""unable to create CredRequest"") os.Exit(1) ¶ d. Ensure your Operator can wait for a Secret object to show up from the CCO, as shown in the following example, which is called along with the other items you are reconciling in your Operator: Example 5.4. Example wait forSecret object ¶ // WaitForSecret is a function that takes a Kubernetes client, a namespace, and a v1 ""k8s.io/api/core/v1"" name as arguments // It waits until the secret object with the given name exists in the given namespace // It returns the secret object or an error if the timeout is exceeded func WaitForSecret(client kubernetes.Interface, namespace, name string) (*v1.Secret, error) { ¶ // set a timeout of 10 minutes timeout := time.After(10 * time.Minute) 1 ¶ // set a polling interval of 10 seconds ticker := time.NewTicker(10 * time.Second) ¶ // loop until the timeout or the secret is found for { ¶ select { case <-timeout: ¶ // timeout is exceeded, return an error return nil, fmt.Errorf(""timed out waiting for secret %s in namespace %s"", name, namespace) ¶ // add to this error with a pointer to instructions for following a manual path to a Secret that will work on STS ¶ case <-ticker.C: // polling interval is reached, try to get the secret secret, err := client.CoreV1().Secrets(namespace).Get(context.Background(), ¶ name, metav1.GetOptions{}) if err != nil { if errors.IsNotFound(err) { // secret does not exist yet, continue waiting continue } else { // some other error occurred, return it return nil, err } else { // secret is found, return it return secret, nil ¶ 1 The timeout value is based on an estimate of how fast the CCO might detect an added CredentialsRequest object and generate a Secret object. You might consider lowering the time or creating custom feedback for cluster administrators that could be wondering why the Operator is not yet accessing the cloud resources. ¶ e. Read the secret created by the CCO from the CredentialsRequest object to authenticate with Azure and receive the necessary credentials. ¶ 5.1.4. CCO-based workflow for OLM-managed Operators with GCP Workload Identity ¶ When an OpenShift Container Platform cluster running on Google Cloud is in GCP Workload Identity / Federated Identity mode, it means the cluster is utilizing features of Google Cloud and OpenShift Container Platform to apply permissions in GCP Workload Identity at an application level. ¶ The Cloud Credential Operator (CCO) is a cluster Operator installed by default in OpenShift Container Platform clusters running on cloud providers. Starting in OpenShift Container Platform 4.17, the CCO supports workflows for OLM-managed Operators with GCP Workload Identity. ¶ For the purposes of GCP Workload Identity, the CCO provides the following functions: ¶ Detects when it is running on an GCP Workload Identity-enabled cluster ¶ Checks the CredentialsRequest object for the presence of fields that provide the required ¶ Checks the CredentialsRequest object for the presence of fields that provide the required information for granting Operators access to Google Cloud resources ¶ The CCO can semi-automate this process through an expanded use of CredentialsRequest objects, which can request the creation of Secrets that contain the information required for GCP Workload Identity workflows. ¶ Subscriptions with automatic approvals for updates are not recommended because there might be permission changes to make before updating. Subscriptions with manual approvals for updates ensure that administrators have the opportunity to verify the permissions of the later version, take any necessary steps, and then update. ¶ As an Operator author preparing an Operator for use alongside the updated CCO in OpenShift Container Platform 4.17 and later, you should instruct users and add code to handle the divergence from earlier CCO versions, in addition to handling GCP Workload Identity token authentication (if your Operator is not already enabled). The recommended method is to provide a CredentialsRequest object with the correctly filled GCP Workload Identity fields and let the CCO create the Secret object for you. ¶ If you plan to support OpenShift Container Platform clusters earlier than version 4.17, consider providing users with instructions on how to manually create a secret with the GCP Workload Identity-enabling information by using the CCO utility (ccoctl). Earlier CCO versions are unaware of GCP Workload Identity mode on the cluster and cannot create secrets for you. ¶ Your code should check for secrets that never appear and warn users to follow the fallback instructions you have provided. ¶ To authenticate with Google Cloud using short-lived tokens via Google Cloud Platform Workload Identity, Operators must provide the following information: ¶ AUDIENCE Created in Google Cloud by the administrator when they set up GCP Workload Identity, the AUDIENCE value must be a preformatted URL in the following format: ¶ //iam.googleapis.com/projects/<project_number>/locations/global/workloadIdentityPools/<pool_id>/pr oviders/<provider_id> ¶ SERVICE_ACCOUNT_EMAIL The SERVICE_ACCOUNT_EMAIL value is a Google Cloud service account email that is impersonated during Operator operation, for example: ¶ <service_account_name>@<project_id>.iam.gserviceaccount.com ¶ The Install Operator page in the web console allows cluster administrators to provide this information at installation time. This information is then propagated to the Subscription object as environment variables on the Operator pod. ¶ OLM-managed Operator support for authentication with GCP Workload Identity ¶ Installing from OperatorHub using the web console ¶ Installing from OperatorHub using the CLI ¶ 5.1.4.1. Enabling Operators to support CCO-based workflows with GCP Workload Identity As an Operator author designing your project to run on Operator Lifecycle Manager (OLM), you can enable your Operator to authenticate against Google Cloud Platform Workload Identity on OpenShift Container Platform clusters by customizing your project to support the Cloud Credential Operator (CCO). ¶ With this method, the Operator is responsible for and requires RBAC permissions for creating the CredentialsRequest object and reading the resulting Secret object. ¶ By default, pods related to the Operator deployment mount a serviceAccountToken volume so that the service account token can be referenced in the resulting Secret object. ¶ OpenShift Container Platform 4.17 or later ¶ Cluster in GCP Workload Identity / Federated Identitymode ¶ OLM-based Operator project ¶ 1. Update your Operator project's ClusterServiceVersion (CSV) object: ¶ a. Ensure Operator deployment in the CSV has the following volumeMounts and volumes fields so that the Operator can assume the role with web identity: Example 5.5. Example volumeMounts and volumes fields ¶ volumeMounts: ¶ name: bound-sa-token mountPath: /var/run/secrets/openshift/serviceaccount readOnly: true ¶ volumes: # This service account token can be used to provide identity outside the cluster. name: bound-sa-token projected: sources: serviceAccountToken: path: token audience: openshift ¶ b. Ensure your Operator has RBAC permission to create CredentialsRequests objects: Example 5.6. Example clusterPermissions list ¶ install: ¶ clusterPermissions: rules: apiGroups: ""cloudcredential.openshift.io"" resources: credentialsrequests verbs: create delete get list patch update watch ¶ c. Add the following annotation to claim support for this method of CCO-based workflow with GCP Workload Identity: ¶ features.operators.openshift.io/token-auth-gcp: ""true"" ¶ 2. Update your Operator project code: ¶ a. Get the audience and the serviceAccountEmail values from the environment variables set on the pod by the subscription config: ¶ // Get ENV var audience := os.Getenv(""AUDIENCE"") serviceAccountEmail := os.Getenv(""SERVICE_ACCOUNT_EMAIL"") gcpIdentityTokenFile := ""/var/run/secrets/openshift/serviceaccount/token"" ¶ b. Ensure you have a CredentialsRequest object ready to be patched and applied. ¶ Adding a CredentialsRequest object to the Operator bundle is not currently supported. ¶ c. Add the GCP Workload Identity variables to the credentials request and apply it during Operator initialization: Example 5.7. Example applying CredentialsRequest object during Operator initialization ¶ // apply CredentialsRequest on install credReqTemplate.Spec.GCPProviderSpec.Audience = audience credReqTemplate.Spec.GCPProviderSpec.ServiceAccountEmail = ¶ serviceAccountEmail credReqTemplate.CloudTokenPath = gcpIdentityTokenFile ¶ c := mgr.GetClient() if err := c.Create(context.TODO(), credReq); err != nil { ¶ if !errors.IsAlreadyExists(err) { setupLog.Error(err, ""unable to create CredRequest"") os.Exit(1) ¶ d. Ensure your Operator can wait for a Secret object to show up from the CCO, as shown in the following example, which is called along with the other items you are reconciling in your Operator: ¶ Example 5.8. Example wait forSecret object ¶ // WaitForSecret is a function that takes a Kubernetes client, a namespace, and a v1 ""k8s.io/api/core/v1"" name as arguments // It waits until the secret object with the given name exists in the given namespace // It returns the secret object or an error if the timeout is exceeded func WaitForSecret(client kubernetes.Interface, namespace, name string) (*v1.Secret, error) { ¶ // set a timeout of 10 minutes timeout := time.After(10 * time.Minute) 1 ¶ // set a polling interval of 10 seconds ticker := time.NewTicker(10 * time.Second) ¶ // loop until the timeout or the secret is found for { ¶ select { case <-timeout: ¶ // timeout is exceeded, return an error return nil, fmt.Errorf(""timed out waiting for secret %s in namespace %s"", name, namespace) // add to this error with a pointer to instructions for following a manual path to a Secret that will work case <-ticker.C: // polling interval is reached, try to get the secret secret, err := client.CoreV1().Secrets(namespace).Get(context.Background(), name, metav1.GetOptions{}) if err != nil { ¶ if errors.IsNotFound(err) { // secret does not exist yet, continue waiting continue ¶ } else { // some other error occurred, return it return nil, err ¶ } else { ¶ // secret is found, return it return secret, nil ¶ 1 The timeout value is based on an estimate of how fast the CCO might detect an added CredentialsRequest object and generate a Secret object. You might consider lowering the time or creating custom feedback for cluster administrators that could be wondering why the Operator is not yet accessing the cloud resources. e. Read the service_account.json field from the secret and use it to authenticate your Google Cloud client: service_account_json := secret.StringData[""service_account.json""]","",""
"CLUSTER OPERATORS REFERENCE","6.1","CLUSTER BAREMETAL OPERATOR","The Cluster Baremetal Operator is an optional cluster capability that can be disabled by cluster administrators during installation. ¶ For more information about optional cluster capabilities, see ""Cluster capabilities"". ¶ The Cluster Baremetal Operator (CBO) deploys all the components necessary to take a bare-metal server to a fully functioning worker node ready to run OpenShift Container Platform compute nodes. The CBO ensures that the metal3 deployment, which consists of the Bare Metal Operator (BMO) and Ironic containers, runs on one of the control plane nodes within the OpenShift Container Platform cluster. The CBO also listens for OpenShift Container Platform updates to resources that it watches and takes appropriate action. ¶ cluster-baremetal-operator ¶ Bare-metal capability","",""
"CLUSTER OPERATORS REFERENCE > CLOUD CREDENTIAL OPERATOR","6.2.1","Additional resources","About the Cloud Credential Operator CredentialsRequest custom resource","",""
"CLUSTER OPERATORS REFERENCE > CLUSTER AUTHENTICATION OPERATOR","6.3.1","Project","cluster-authentication-operator","",""
"CLUSTER OPERATORS REFERENCE > CLUSTER AUTOSCALER OPERATOR","6.4.1","Project","cluster-autoscaler-operator","",""
"CLUSTER OPERATORS REFERENCE > CLUSTER AUTOSCALER OPERATOR","6.4.2","CRDs","ClusterAutoscaler: This is a singleton resource, which controls the configuration autoscaler instance for the cluster. The Operator only responds to the ClusterAutoscaler resource named default in the managed namespace, the value of the WATCH_NAMESPACE environment variable. MachineAutoscaler: This resource targets a node group and manages the annotations to enable and configure autoscaling for that group, the min and max size. Currently only MachineSet objects can be targeted.","",""
"CLUSTER OPERATORS REFERENCE","6.5","CLOUD CONTROLLER MANAGER OPERATOR","The status of this Operator is General Availability for Amazon Web Services (AWS), Google Cloud, IBM Cloud®, global Microsoft Azure, Microsoft Azure Stack Hub, Nutanix, Red Hat OpenStack Platform (RHOSP), and VMware vSphere. The Operator is available as a Technology Preview for IBM Power® Virtual Server. ¶ The Cloud Controller Manager Operator manages and updates the cloud controller managers deployed on top of OpenShift Container Platform. The Operator is based on the Kubebuilder framework and controller-runtime libraries. You can install the Cloud Controller Manager Operator by using the Cluster Version Operator (CVO). The Cloud Controller Manager Operator includes the following components: ¶ Operator Cloud configuration observer By default, the Operator exposes Prometheus metrics through the metrics service. See ""cluster-cloud-controller-manager-operator"" in the Additional resources section.","",""
"CLUSTER OPERATORS REFERENCE > CLUSTER CAPI OPERATOR","6.6.1","Project","cluster-capi-operator","",""
"CLUSTER OPERATORS REFERENCE > CLUSTER CAPI OPERATOR","6.6.2","CRDs","awsmachines.infrastructure.cluster.x-k8s.io CR: awsmachine ¶ gcpmachines.infrastructure.cluster.x-k8s.io ¶ CR: gcpmachine azuremachines.infrastructure.cluster.x-k8s.io ¶ CR: azuremachine openstackmachines.infrastructure.cluster.x-k8s.io CR: openstackmachine vspheremachines.infrastructure.cluster.x-k8s.io CR: vspheremachine metal3machines.infrastructure.cluster.x-k8s.io CR: metal3machine awsmachinetemplates.infrastructure.cluster.x-k8s.io CR: awsmachinetemplate gcpmachinetemplates.infrastructure.cluster.x-k8s.io CR: gcpmachinetemplate azuremachinetemplates.infrastructure.cluster.x-k8s.io CR: azuremachinetemplate openstackmachinetemplates.infrastructure.cluster.x-k8s.io CR: openstackmachinetemplate vspheremachinetemplates.infrastructure.cluster.x-k8s.io CR: vspheremachinetemplate metal3machinetemplates.infrastructure.cluster.x-k8s.io ¶ CR: metal3machinetemplate","",""
"CLUSTER OPERATORS REFERENCE > CLUSTER CONFIG OPERATOR","6.7.1","Project","cluster-config-operator","",""
"CLUSTER OPERATORS REFERENCE","6.8","CLUSTER CSI SNAPSHOT CONTROLLER OPERATOR","The Cluster CSI Snapshot Controller Operator is an optional cluster capability that can be disabled by cluster administrators during installation. For more information about optional cluster capabilities, see ""Cluster capabilities"" in Installing. The Cluster CSI Snapshot Controller Operator installs and maintains the CSI Snapshot Controller. The CSI Snapshot Controller is responsible for watching the VolumeSnapshot CRD objects and manages the creation and deletion lifecycle of volume snapshots. ¶ cluster-csi-snapshot-controller-operator ¶ CSI snapshot controller capability","",""
"CLUSTER OPERATORS REFERENCE","6.9","CLUSTER IMAGE REGISTRY OPERATOR","The Cluster Image Registry Operator manages a singleton instance of the OpenShift image registry. It manages all configuration of the registry, including creating storage. On initial start up, the Operator creates a default image-registry resource instance based on the configuration detected in the cluster. This indicates what cloud storage type to use based on the cloud provider. If insufficient information is available to define a complete image-registry resource, then an incomplete resource is defined and the Operator updates the resource status with information about what is missing. The Cluster Image Registry Operator runs in the openshift-image-registry namespace and it also manages the registry instance in that location. All configuration and workload resources for the registry reside in that namespace. ¶ See ""cluster-image-registry-operator"".","",""
"CLUSTER OPERATORS REFERENCE > CLUSTER MACHINE APPROVER OPERATOR","6.10.1","Project","cluster-machine-approver-operator","",""
"CLUSTER OPERATORS REFERENCE","6.11","CLUSTER MONITORING OPERATOR","The Cluster Monitoring Operator (CMO) manages and updates the Prometheus-based cluster monitoring stack deployed on top of OpenShift Container Platform. openshift-monitoring CRDs ¶ alertmanagers.monitoring.coreos.com CR: alertmanager ¶ prometheuses.monitoring.coreos.com CR: prometheus ¶ prometheusrules.monitoring.coreos.com CR: prometheusrule ¶ servicemonitors.monitoring.coreos.com CR: servicemonitor ¶ Configuration objects ¶ $ oc -n openshift-monitoring edit cm cluster-monitoring-config","",""
"CLUSTER OPERATORS REFERENCE","6.12","CLUSTER NETWORK OPERATOR","The Cluster Network Operator installs and upgrades the networking components on an OpenShift Container Platform cluster.","",""
"CLUSTER OPERATORS REFERENCE","6.13","CLUSTER SAMPLES OPERATOR","The Cluster Samples Operator is an optional cluster capability that can be disabled by cluster administrators during installation. ¶ For more information about optional cluster capabilities, see ""Cluster capabilities"" in Installing. ¶ The Cluster Samples Operator manages the sample image streams and templates stored in the openshift namespace. ¶ On initial start up, the Operator creates the default samples configuration resource to initiate the creation of the image streams and templates. The configuration object is a cluster scoped object with the key cluster and type configs.samples. ¶ The image streams are the Red Hat Enterprise Linux CoreOS (RHCOS)-based OpenShift Container Platform image streams pointing to images on registry.redhat.io. Similarly, the templates are those categorized as OpenShift Container Platform templates. ¶ The Cluster Samples Operator deployment is contained within the openshift-cluster-samples- operator namespace. On start up, the install pull secret is used by the image stream import logic in the OpenShift image registry and API server to authenticate with registry.redhat.io. An administrator can create any additional secrets in the openshift namespace if they change the registry used for the sample image streams. If created, those secrets contain the content of a config.json for docker needed to facilitate image import. ¶ The image for the Cluster Samples Operator contains image stream and template definitions for the associated OpenShift Container Platform release. After the Cluster Samples Operator creates a sample, it adds an annotation that denotes the OpenShift Container Platform version that it is compatible with. The Operator uses this annotation to ensure that each sample matches the compatible release version. Samples outside of its inventory are ignored, as are skipped samples. ¶ Modifications to any samples that are managed by the Operator are allowed as long as the version annotation is not modified or deleted. However, on an upgrade, as the version annotation will change, those modifications can get replaced as the sample will be updated with the newer version. The Jenkins images are part of the image payload from the installation and are tagged into the image streams directly. ¶ The samples resource includes a finalizer, which cleans up the following upon its deletion: ¶ Operator-managed image streams ¶ Operator-managed templates ¶ Operator-generated configuration resources ¶ Cluster status resources ¶ Upon deletion of the samples resource, the Cluster Samples Operator recreates the resource using the default configuration. ¶ cluster-samples-operator ¶ OpenShift samples capability","",""
"CLUSTER OPERATORS REFERENCE","6.14","CLUSTER STORAGE OPERATOR","The Cluster Storage Operator is an optional cluster capability that can be disabled by cluster administrators during installation. ¶ For more information about optional cluster capabilities, see ""Cluster capabilities"". ¶ The Cluster Storage Operator sets OpenShift Container Platform cluster-wide storage defaults. It ensures a default storageclass exists for OpenShift Container Platform clusters. It also installs Container Storage Interface (CSI) drivers which enable your cluster to use various storage backends. ¶ See ""cluster-storage-operator"". ¶ Configuration No configuration is required. ¶ Notes The storage class that the Operator creates can be made non-default by editing its annotation, but this storage class cannot be deleted as long as the Operator runs. ¶ Storage capability","",""
"CLUSTER OPERATORS REFERENCE > CLUSTER VERSION OPERATOR","6.15.1","Project","cluster-version-operator ¶ Understanding cluster version condition types","",""
"CLUSTER OPERATORS REFERENCE","6.16","CONSOLE OPERATOR","The Console Operator is an optional cluster capability that can be disabled by cluster administrators during installation. If you disable the Console Operator at installation, your cluster is still supported and upgradable. For more information about optional cluster capabilities, see ""Cluster capabilities"". The Console Operator installs and maintains the OpenShift Container Platform web console on a cluster. The Console Operator is installed by default and automatically maintains a console. ¶ See ""console-operator"". ¶ Web console capability","",""
"CLUSTER OPERATORS REFERENCE > CONTROL PLANE MACHINE SET OPERATOR","6.17.1","Project","cluster-control-plane-machine-set-operator","",""
"CLUSTER OPERATORS REFERENCE > CONTROL PLANE MACHINE SET OPERATOR","6.17.2","CRDs","controlplanemachineset.machine.openshift.io CR: ControlPlaneMachineSet","",""
"CLUSTER OPERATORS REFERENCE > CONTROL PLANE MACHINE SET OPERATOR","6.17.3","Additional resources","About control plane machine sets ControlPlaneMachineSet custom resource","",""
"CLUSTER OPERATORS REFERENCE > DNS OPERATOR","6.18.1","Project","cluster-dns-operator","",""
"CLUSTER OPERATORS REFERENCE > ETCD CLUSTER OPERATOR","6.19.1","Project","cluster-etcd-operator","",""
"CLUSTER OPERATORS REFERENCE > ETCD CLUSTER OPERATOR","6.19.2","CRDs","etcds.operator.openshift.io Scope: Cluster CR: etcd","",""
"CLUSTER OPERATORS REFERENCE > ETCD CLUSTER OPERATOR","6.19.3","Configuration objects","$ oc edit etcd cluster","",""
"CLUSTER OPERATORS REFERENCE","6.20","INGRESS OPERATOR","The Ingress Operator configures and manages the OpenShift Container Platform router. ¶ openshift-ingress-operator CRDs ¶ clusteringresses.ingress.openshift.io CR: clusteringresses ¶ Validation: No ¶ Configuration objects Cluster config Type Name: clusteringresses.ingress.openshift.io Instance Name: default View Command: ¶ $ oc get clusteringresses.ingress.openshift.io -n openshift-ingress-operator default -o yaml ¶ Notes The Ingress Operator sets up the router in the openshift-ingress project and creates the deployment for the router: ¶ $ oc get deployment -n openshift-ingress ¶ The Ingress Operator uses the clusterNetwork[].cidr from the network/cluster status to determine what mode (IPv4, IPv6, or dual stack) the managed Ingress Controller (router) should operate in. For example, if clusterNetwork contains only a v6 cidr, then the Ingress Controller operates in IPv6-only mode. In the following example, Ingress Controllers managed by the Ingress Operator will run in IPv4-only mode because only one cluster network exists and the network is an IPv4 cidr: ¶ $ oc get network/cluster -o jsonpath='{.status.clusterNetwork[*]}' ¶ map[cidr:10.128.0.0/14 hostPrefix:23]","",""
"CLUSTER OPERATORS REFERENCE","6.21","INSIGHTS OPERATOR","The Insights Operator is an optional cluster capability that can be disabled by cluster administrators during installation. For more information about optional cluster capabilities, see ""Cluster capabilities"" in Installing. The Insights Operator gathers OpenShift Container Platform configuration data and sends it to Red Hat. The data is used to produce proactive insights recommendations about potential issues that a cluster might be exposed to. These insights are communicated to cluster administrators through the Red Hat Lightspeed advisor service on console.redhat.com. ¶ insights-operator Configuration ¶ No configuration is required. ¶ Notes Insights Operator complements OpenShift Container Platform Telemetry. ¶ Insights capability About remote health monitoring","",""
"CLUSTER OPERATORS REFERENCE > KUBERNETES API SERVER OPERATOR","6.22.1","Project","openshift-kube-apiserver-operator","",""
"CLUSTER OPERATORS REFERENCE > KUBERNETES API SERVER OPERATOR","6.22.2","CRDs","kubeapiservers.operator.openshift.io Scope: Cluster CR: kubeapiserver","",""
"CLUSTER OPERATORS REFERENCE > KUBERNETES API SERVER OPERATOR","6.22.3","Configuration objects","$ oc edit kubeapiserver","",""
"CLUSTER OPERATORS REFERENCE > KUBERNETES CONTROLLER MANAGER OPERATOR","6.23.1","Project","cluster-kube-controller-manager-operator","",""
"CLUSTER OPERATORS REFERENCE > KUBERNETES SCHEDULER OPERATOR","6.24.1","Project","cluster-kube-scheduler-operator","",""
"CLUSTER OPERATORS REFERENCE > KUBERNETES SCHEDULER OPERATOR","6.24.2","Configuration","The configuration for the Kubernetes Scheduler is the result of merging: a default configuration. an observed configuration from the spec schedulers.config.openshift.io. ¶ All of these are sparse configurations, invalidated JSON snippets which are merged to form a valid configuration at the end.","",""
"CLUSTER OPERATORS REFERENCE > KUBERNETES STORAGE VERSION MIGRATOR OPERATOR","6.25.1","Project","cluster-kube-storage-version-migrator-operator","",""
